Model,Accuracy,Features
XGBoost,0.8340807174887892,"Pclass, Sex, Parch, Embarked"
XGBoost,0.8340807174887892,"Pclass, Sex, Fare, Embarked"
XGBoost,0.8340807174887892,"Sex, Age, SibSp, Fare"
XGBoost,0.8340807174887892,"Sex, SibSp, Parch, Fare"
XGBoost,0.8340807174887892,"Pclass, Sex, SibSp, Fare, Embarked"
XGBoost,0.8295964125560538,"Pclass, Sex, SibSp, Fare"
XGBoost,0.8295964125560538,"Pclass, Sex, Parch, Fare"
XGBoost,0.8295964125560538,"Sex, Age, Fare, Embarked"
XGBoost,0.8295964125560538,"Pclass, Sex, SibSp, Parch, Fare"
XGBoost,0.8295964125560538,"Pclass, Sex, Parch, Fare, Embarked"
XGBoost,0.8251121076233184,"Sex, Fare"
XGBoost,0.8251121076233184,"Pclass, Sex, Age"
XGBoost,0.8251121076233184,"Pclass, Sex, Embarked"
XGBoost,0.8251121076233184,"Pclass, Sex, Age, Fare"
XGBoost,0.8251121076233184,"Pclass, Sex, Age, SibSp, Parch, Embarked"
XGBoost,0.820627802690583,"Pclass, Sex, Fare"
XGBoost,0.820627802690583,"Sex, SibSp, Parch"
XGBoost,0.820627802690583,"Sex, Fare, Embarked"
XGBoost,0.820627802690583,"Pclass, Sex, Age, Embarked"
XGBoost,0.820627802690583,"Sex, SibSp, Fare, Embarked"
XGBoost,0.820627802690583,"Sex, Age, SibSp, Parch, Embarked"
XGBoost,0.820627802690583,"Sex, Age, Parch, Fare, Embarked"
XGBoost,0.820627802690583,"Pclass, Sex, SibSp, Parch, Fare, Embarked"
XGBoost,0.8161434977578476,"Sex, SibSp, Parch, Fare, Embarked"
XGBoost,0.8116591928251121,"Sex, SibSp"
XGBoost,0.8116591928251121,"Sex, Age, Fare"
XGBoost,0.8116591928251121,"Pclass, Sex, Age, SibSp"
XGBoost,0.8116591928251121,"Sex, SibSp, Parch, Embarked"
XGBoost,0.8116591928251121,"Pclass, Sex, Age, SibSp, Embarked"
XGBoost,0.8071748878923767,"Sex, Parch"
XGBoost,0.8071748878923767,"Pclass, Sex, SibSp"
XGBoost,0.8071748878923767,"Sex, Age, SibSp, Parch"
XGBoost,0.8071748878923767,"Pclass, Sex, SibSp, Parch, Embarked"
XGBoost,0.8026905829596412,Sex
XGBoost,0.8026905829596412,"Pclass, Sex"
XGBoost,0.8026905829596412,"Sex, Age"
XGBoost,0.8026905829596412,"Sex, Embarked"
XGBoost,0.8026905829596412,"Sex, Age, SibSp"
XGBoost,0.8026905829596412,"Sex, Age, Parch"
XGBoost,0.8026905829596412,"Sex, SibSp, Embarked"
XGBoost,0.8026905829596412,"Sex, Parch, Embarked"
XGBoost,0.8026905829596412,"Sex, Age, Parch, Embarked"
XGBoost,0.8026905829596412,"Pclass, Sex, Age, SibSp, Parch"
XGBoost,0.7982062780269058,"Pclass, Sex, SibSp, Parch"
XGBoost,0.7982062780269058,"Pclass, Sex, SibSp, Embarked"
XGBoost,0.7937219730941704,"Sex, Age, SibSp, Embarked"
XGBoost,0.7713004484304933,"Sex, Age, Embarked"
XGBoost,0.7623318385650224,"Pclass, Parch"
XGBoost,0.7623318385650224,"Pclass, Parch, Embarked"
XGBoost,0.7623318385650224,"Pclass, Age, Fare, Embarked"
XGBoost,0.7488789237668162,"Pclass, Age, Fare"
XGBoost,0.7488789237668162,"Pclass, Age, Parch, Fare"
XGBoost,0.7488789237668162,"Pclass, Age, Parch, Fare, Embarked"
XGBoost,0.7488789237668162,"Age, SibSp, Parch, Fare, Embarked"
XGBoost,0.7443946188340808,"Pclass, Parch, Fare"
XGBoost,0.7443946188340808,"Pclass, SibSp, Parch, Fare"
XGBoost,0.7443946188340808,"Pclass, Age, SibSp, Parch, Fare, Embarked"
XGBoost,0.7399103139013453,Fare
XGBoost,0.7399103139013453,"Pclass, SibSp"
XGBoost,0.7399103139013453,"Pclass, Fare"
XGBoost,0.7399103139013453,"Pclass, SibSp, Parch, Embarked"
XGBoost,0.7399103139013453,"Age, SibSp, Fare, Embarked"
XGBoost,0.7399103139013453,"Pclass, Age, SibSp, Fare, Embarked"
XGBoost,0.7354260089686099,"Pclass, Age, SibSp, Fare"
XGBoost,0.7309417040358744,"Pclass, SibSp, Fare"
XGBoost,0.7309417040358744,"Age, SibSp, Parch, Fare"
XGBoost,0.7309417040358744,"Pclass, Age, SibSp, Parch, Fare"
XGBoost,0.7309417040358744,"Pclass, SibSp, Parch, Fare, Embarked"
XGBoost,0.726457399103139,"Pclass, Age"
XGBoost,0.726457399103139,"Pclass, SibSp, Embarked"
XGBoost,0.726457399103139,"Age, Parch, Fare"
XGBoost,0.726457399103139,"Pclass, Age, SibSp, Embarked"
XGBoost,0.7219730941704036,"Pclass, Fare, Embarked"
XGBoost,0.7219730941704036,"Age, SibSp, Fare"
XGBoost,0.7219730941704036,"Age, Fare, Embarked"
XGBoost,0.7219730941704036,"SibSp, Parch, Fare"
XGBoost,0.7219730941704036,"Pclass, Age, SibSp, Parch"
XGBoost,0.7219730941704036,"Pclass, SibSp, Fare, Embarked"
XGBoost,0.7174887892376681,"Pclass, Parch, Fare, Embarked"
XGBoost,0.7130044843049327,"SibSp, Fare"
XGBoost,0.7130044843049327,"Fare, Embarked"
XGBoost,0.7130044843049327,"Pclass, Age, SibSp"
XGBoost,0.7130044843049327,"Pclass, Age, Parch"
XGBoost,0.7130044843049327,"Pclass, SibSp, Parch"
XGBoost,0.7085201793721974,"Age, Fare"
XGBoost,0.7085201793721974,"Parch, Fare"
XGBoost,0.7085201793721974,"SibSp, Fare, Embarked"
XGBoost,0.7085201793721974,"Age, Parch, Fare, Embarked"
XGBoost,0.7085201793721974,"Pclass, Age, SibSp, Parch, Embarked"
XGBoost,0.7040358744394619,"SibSp, Parch, Fare, Embarked"
XGBoost,0.6995515695067265,"Pclass, Age, Embarked"
XGBoost,0.695067264573991,"Pclass, Age, Parch, Embarked"
XGBoost,0.6905829596412556,"SibSp, Parch, Embarked"
XGBoost,0.6816143497757847,"Age, SibSp, Parch"
XGBoost,0.6816143497757847,"Parch, Fare, Embarked"
XGBoost,0.6771300448430493,Pclass
XGBoost,0.6771300448430493,"Pclass, Embarked"
XGBoost,0.672645739910314,"SibSp, Parch"
XGBoost,0.672645739910314,"Age, SibSp, Embarked"
XGBoost,0.6681614349775785,Age
XGBoost,0.6681614349775785,"SibSp, Embarked"
XGBoost,0.6636771300448431,SibSp
XGBoost,0.6636771300448431,Embarked
XGBoost,0.6636771300448431,"Age, SibSp"
XGBoost,0.6591928251121076,"Age, SibSp, Parch, Embarked"
XGBoost,0.6547085201793722,"Age, Parch, Embarked"
XGBoost,0.6502242152466368,Parch
XGBoost,0.6457399103139013,"Age, Parch"
XGBoost,0.6457399103139013,"Parch, Embarked"
XGBoost,0.6367713004484304,"Age, Embarked"
